osm_id,plant_name,bmu_id,ngc_bmu_id,bmu_type,source,notes
relation/9455566,Ferry Farm I,T_FIDL-3G,FIDL-3G,T,auto,
relation/9455566,Ferry Farm I,T_FIDL-4,FIDL-4,T,auto,
relation/9455566,Ferry Farm I,T_FIDLST1,FIDLST1,T,auto,
relation/9539129,Brook Hall Farm Solar Farm,E_BROFB-1,BROFB-1,E,auto,
relation/9580854,Park House Corner Solar Farm,V__BGAZP001,AG-GZP06B,V,auto,
relation/9580854,Park House Corner Solar Farm,T_BAGED-1,BAGED-1,T,auto,
relation/9580854,Park House Corner Solar Farm,T_COYLB-1,COYLB-1,T,auto,
relation/9580854,Park House Corner Solar Farm,T_RICHB-1,RICHB-1,T,auto,
relation/9580854,Park House Corner Solar Farm,T_RICHB-2,RICHB-2,T,auto,
relation/9580854,Park House Corner Solar Farm,T_TEBWB-1,TEBWB-1,T,auto,
relation/9580854,Park House Corner Solar Farm,T_TEBWS-1,TEBWS-1,T,auto,
relation/9580854,Park House Corner Solar Farm,E_TRFPK-1,TRFPK-1,E,auto,
relation/11895884,East Farm,2__ALOND003,AG-AEDF03,S,auto,
relation/11895884,East Farm,2__ALOND004,AG-AEDF04,S,auto,
relation/11895884,East Farm,2__AUKPR001,AG-AUKP01,S,auto,
relation/11895884,East Farm,2__BUKPR001,AG-BUKP01,S,auto,
relation/11895884,East Farm,2__JUKPR001,AG-JUKP01,S,auto,
relation/11895884,East Farm,T_EAAO-1,EAAO-1,T,auto,
relation/11895884,East Farm,T_EAAO-2,EAAO-2,T,auto,
relation/11895884,East Farm,2__BEDFE000,EMD-EDF01,G,auto,
relation/11895884,East Farm,2__BINDE000,EMD-INE01,G,auto,
relation/11895884,East Farm,2__BMIDE000,EMD-MID01,G,auto,
relation/11895884,East Farm,2__BNATP000,EMD-NPE01,G,auto,
relation/11895884,East Farm,2__BHYDE000,EMD-SSE01,G,auto,
relation/11895884,East Farm,2__BSOUT000,EMD-STH01,G,auto,
relation/11895884,East Farm,2__BSWAE000,EMD-SWA01,G,auto,
relation/11895884,East Farm,2__BYELG000,EMD-YEP01,G,auto,
relation/11895884,East Farm,E_GRGRW-1,GRGRW-1,E,auto,
relation/11895884,East Farm,I_IID-ENGI1,IID-ENGI1,I,auto,
relation/11895884,East Farm,I_IID-RWES1,IID-RWES1,I,auto,
relation/11895884,East Farm,I_IID-SEEL1,IID-SEEL1,I,auto,
relation/11895884,East Farm,I_IIG-ENGI1,IIG-ENGI1,I,auto,
relation/11895884,East Farm,I_IIG-RWES1,IIG-RWES1,I,auto,
relation/11895884,East Farm,I_IIG-SEEL1,IIG-SEEL1,I,auto,
relation/11895884,East Farm,T_MOWEO-1,MOWEO-1,T,auto,
relation/11895884,East Farm,T_MOWEO-2,MOWEO-2,T,auto,
relation/11895884,East Farm,T_MOWEO-3,MOWEO-3,T,auto,
relation/11895884,East Farm,2__JEDFE000,SEE-EDF01,G,auto,
relation/11895884,East Farm,T_TKNEW-1,TKNEW-1,T,auto,
relation/17988618,East Codford Solar Farm,2__ALOND003,AG-AEDF03,S,auto,
relation/17988618,East Codford Solar Farm,2__ALOND004,AG-AEDF04,S,auto,
relation/17988618,East Codford Solar Farm,2__AUKPR001,AG-AUKP01,S,auto,
relation/17988618,East Codford Solar Farm,2__BUKPR001,AG-BUKP01,S,auto,
relation/17988618,East Codford Solar Farm,2__JUKPR001,AG-JUKP01,S,auto,
relation/17988618,East Codford Solar Farm,T_EAAO-1,EAAO-1,T,auto,
relation/17988618,East Codford Solar Farm,T_EAAO-2,EAAO-2,T,auto,
relation/17988618,East Codford Solar Farm,2__BEDFE000,EMD-EDF01,G,auto,
relation/17988618,East Codford Solar Farm,2__BINDE000,EMD-INE01,G,auto,
relation/17988618,East Codford Solar Farm,2__BMIDE000,EMD-MID01,G,auto,
relation/17988618,East Codford Solar Farm,2__BNATP000,EMD-NPE01,G,auto,
relation/17988618,East Codford Solar Farm,2__BHYDE000,EMD-SSE01,G,auto,
relation/17988618,East Codford Solar Farm,2__BSOUT000,EMD-STH01,G,auto,
relation/17988618,East Codford Solar Farm,2__BSWAE000,EMD-SWA01,G,auto,
relation/17988618,East Codford Solar Farm,2__BYELG000,EMD-YEP01,G,auto,
relation/17988618,East Codford Solar Farm,E_GRGRW-1,GRGRW-1,E,auto,
relation/17988618,East Codford Solar Farm,I_IID-ENGI1,IID-ENGI1,I,auto,
relation/17988618,East Codford Solar Farm,I_IID-RWES1,IID-RWES1,I,auto,
relation/17988618,East Codford Solar Farm,I_IID-SEEL1,IID-SEEL1,I,auto,
relation/17988618,East Codford Solar Farm,I_IIG-ENGI1,IIG-ENGI1,I,auto,
relation/17988618,East Codford Solar Farm,I_IIG-RWES1,IIG-RWES1,I,auto,
relation/17988618,East Codford Solar Farm,I_IIG-SEEL1,IIG-SEEL1,I,auto,
relation/17988618,East Codford Solar Farm,T_MOWEO-1,MOWEO-1,T,auto,
relation/17988618,East Codford Solar Farm,T_MOWEO-2,MOWEO-2,T,auto,
relation/17988618,East Codford Solar Farm,T_MOWEO-3,MOWEO-3,T,auto,
relation/17988618,East Codford Solar Farm,2__JEDFE000,SEE-EDF01,G,auto,
relation/17988618,East Codford Solar Farm,T_TKNEW-1,TKNEW-1,T,auto,
relation/19313332,Bulphan Fen Solar Farm,T_BLPFB-1,BLPFB-1,T,auto,
relation/19313332,Bulphan Fen Solar Farm,T_BLPFS-1,BLPFS-1,T,auto,
relation/20265488,Tebworth - Solar Farm,T_TEBWB-1,TEBWB-1,T,auto,
relation/20265488,Tebworth - Solar Farm,T_TEBWS-1,TEBWS-1,T,auto,
relation/20672496,South Farm Solar Park,2__HLOND003,AG-HEDF03,S,auto,
relation/20672496,South Farm Solar Park,V__KWELS001,AG-WSP01K,V,auto,
relation/20672496,South Farm Solar Park,V__KWELS002,AG-WSP02K,V,auto,
relation/20672496,South Farm Solar Park,T_CLDSW-1,CLDSW-1,T,auto,
relation/20672496,South Farm Solar Park,2__JEDFE000,SEE-EDF01,G,auto,
relation/20672496,South Farm Solar Park,T_SHBA-1,SHBA-1,T,auto,
relation/20672496,South Farm Solar Park,T_SHBA-2,SHBA-2,T,auto,
relation/20672496,South Farm Solar Park,T_SOKYW-1,SOKYW-1,T,auto,
relation/20672496,South Farm Solar Park,2__NIMPO000,SSC-ATL01,G,auto,
relation/20672496,South Farm Solar Park,2__NEDFE000,SSC-EDF01,G,auto,
relation/20672496,South Farm Solar Park,2__NHYDE000,SSC-SSE01,G,auto,
relation/20672496,South Farm Solar Park,2__NSOUT000,SSC-STH01,G,auto,
relation/20672496,South Farm Solar Park,2__NSWAE000,SSC-SWA01,G,auto,
relation/20672496,South Farm Solar Park,2__KEDFE000,SWA-EDF01,G,auto,
relation/20672496,South Farm Solar Park,2__KMIDE000,SWA-MID01,G,auto,
relation/20672496,South Farm Solar Park,2__KNATP000,SWA-NPE01,G,auto,
relation/20672496,South Farm Solar Park,2__LEDFE000,SWT-EDF01,G,auto,
relation/20672496,South Farm Solar Park,2__LMIDE000,SWT-MID01,G,auto,
relation/20672496,South Farm Solar Park,2__LNATP000,SWT-NPE01,G,auto,
relation/20784332,Solar Light,T_BLPFS-1,BLPFS-1,T,auto,
relation/20784332,Solar Light,T_CLVHS-1,CLVHS-1,T,auto,
relation/20784332,Solar Light,T_CLVHS-2,CLVHS-2,T,auto,
relation/20784332,Solar Light,T_LARKS-1,LARKS-1,T,auto,
relation/20784332,Solar Light,T_TYLNS-1,TYLNS-1,T,auto,
way/4911067,Seabank Power Station,T_SEAB-1,SEAB-1,T,auto,
way/4911067,Seabank Power Station,T_SEAB-2,SEAB-2,T,auto,
way/71291686,South East London Combined Heat & Power,2__JEDFE000,SEE-EDF01,G,auto,
way/204595889,Marchwood Power Station,T_MRWD-1,MRWD-1,T,auto,
way/248251910,North Quay Newhaven Energy Recovery Facility,V__GWELS001,AG-WSP04G,V,auto,
way/248251910,North Quay Newhaven Energy Recovery Facility,2__PSTAT001,CAIRW-2,S,auto,
way/248251910,North Quay Newhaven Energy Recovery Facility,T_CLDNW-1,CLDNW-1,T,auto,
way/248251910,North Quay Newhaven Energy Recovery Facility,2__PSTAT002,MDHLW-1,S,auto,
way/248251910,North Quay Newhaven Energy Recovery Facility,T_NOKYW-1,NOKYW-1,T,auto,
way/248251910,North Quay Newhaven Energy Recovery Facility,T_NOKYW-2,NOKYW-2,T,auto,
way/248251910,North Quay Newhaven Energy Recovery Facility,2__PIMPO000,NSC-ATL01,G,auto,
way/248251910,North Quay Newhaven Energy Recovery Facility,2__PEDFE000,NSC-EDF01,G,auto,
way/248251910,North Quay Newhaven Energy Recovery Facility,2__PHYDE000,NSC-SSE01,G,auto,
way/248251910,North Quay Newhaven Energy Recovery Facility,2__PSOUT000,NSC-STH01,G,auto,
way/248251910,North Quay Newhaven Energy Recovery Facility,2__PSWAE000,NSC-SWA01,G,auto,
way/248251910,North Quay Newhaven Energy Recovery Facility,E_NTAWB-1,NTAWB-1,E,auto,
way/248251910,North Quay Newhaven Energy Recovery Facility,2__GEDFE000,NWP-EDF01,G,auto,
way/248251910,North Quay Newhaven Energy Recovery Facility,T_STRNW-1,STRNW-1,T,auto,
way/264378992,Enfield Power Station,T_EECL-1,EECL-1,T,auto,
way/352871114,Shoreham Power Station,E_SHOS-1,SHOS-1,E,auto,
way/393069288,Great Seabrook Farm,E_GYAR-1,GYAR-1,E,auto,
way/428741691,Fawley Waste to Energy Plant,E_FAWN-1,FAWN-1,E,auto,
way/498275162,Sutton Bridge Solar Farm,T_SUTBS-1,SUTBS-1,T,auto,
way/521080754,Solar Farm,T_BLPFS-1,BLPFS-1,T,auto,
way/521080754,Solar Farm,T_CLVHS-1,CLVHS-1,T,auto,
way/521080754,Solar Farm,T_CLVHS-2,CLVHS-2,T,auto,
way/521080754,Solar Farm,T_LARKS-1,LARKS-1,T,auto,
way/521080754,Solar Farm,T_TYLNS-1,TYLNS-1,T,auto,
way/538582328,Park Farm Solar Park,V__BGAZP001,AG-GZP06B,V,auto,
way/538582328,Park Farm Solar Park,T_BAGED-1,BAGED-1,T,auto,
way/538582328,Park Farm Solar Park,T_COYLB-1,COYLB-1,T,auto,
way/538582328,Park Farm Solar Park,T_RICHB-1,RICHB-1,T,auto,
way/538582328,Park Farm Solar Park,T_RICHB-2,RICHB-2,T,auto,
way/538582328,Park Farm Solar Park,T_TEBWB-1,TEBWB-1,T,auto,
way/538582328,Park Farm Solar Park,T_TEBWS-1,TEBWS-1,T,auto,
way/538582328,Park Farm Solar Park,E_TRFPK-1,TRFPK-1,E,auto,
way/538582341,North Farm Solar Farm,V__GWELS001,AG-WSP04G,V,auto,
way/538582341,North Farm Solar Farm,2__PSTAT001,CAIRW-2,S,auto,
way/538582341,North Farm Solar Farm,T_CLDNW-1,CLDNW-1,T,auto,
way/538582341,North Farm Solar Farm,2__PSTAT002,MDHLW-1,S,auto,
way/538582341,North Farm Solar Farm,T_NOKYW-1,NOKYW-1,T,auto,
way/538582341,North Farm Solar Farm,T_NOKYW-2,NOKYW-2,T,auto,
way/538582341,North Farm Solar Farm,2__PIMPO000,NSC-ATL01,G,auto,
way/538582341,North Farm Solar Farm,2__PEDFE000,NSC-EDF01,G,auto,
way/538582341,North Farm Solar Farm,2__PHYDE000,NSC-SSE01,G,auto,
way/538582341,North Farm Solar Farm,2__PSOUT000,NSC-STH01,G,auto,
way/538582341,North Farm Solar Farm,2__PSWAE000,NSC-SWA01,G,auto,
way/538582341,North Farm Solar Farm,E_NTAWB-1,NTAWB-1,E,auto,
way/538582341,North Farm Solar Farm,2__GEDFE000,NWP-EDF01,G,auto,
way/538582341,North Farm Solar Farm,T_STRNW-1,STRNW-1,T,auto,
way/681573457,East Fairlee Solar Farm,2__ALOND003,AG-AEDF03,S,auto,
way/681573457,East Fairlee Solar Farm,2__ALOND004,AG-AEDF04,S,auto,
way/681573457,East Fairlee Solar Farm,2__AUKPR001,AG-AUKP01,S,auto,
way/681573457,East Fairlee Solar Farm,2__BUKPR001,AG-BUKP01,S,auto,
way/681573457,East Fairlee Solar Farm,2__JUKPR001,AG-JUKP01,S,auto,
way/681573457,East Fairlee Solar Farm,T_EAAO-1,EAAO-1,T,auto,
way/681573457,East Fairlee Solar Farm,T_EAAO-2,EAAO-2,T,auto,
way/681573457,East Fairlee Solar Farm,2__BEDFE000,EMD-EDF01,G,auto,
way/681573457,East Fairlee Solar Farm,2__BINDE000,EMD-INE01,G,auto,
way/681573457,East Fairlee Solar Farm,2__BMIDE000,EMD-MID01,G,auto,
way/681573457,East Fairlee Solar Farm,2__BNATP000,EMD-NPE01,G,auto,
way/681573457,East Fairlee Solar Farm,2__BHYDE000,EMD-SSE01,G,auto,
way/681573457,East Fairlee Solar Farm,2__BSOUT000,EMD-STH01,G,auto,
way/681573457,East Fairlee Solar Farm,2__BSWAE000,EMD-SWA01,G,auto,
way/681573457,East Fairlee Solar Farm,2__BYELG000,EMD-YEP01,G,auto,
way/681573457,East Fairlee Solar Farm,E_GRGRW-1,GRGRW-1,E,auto,
way/681573457,East Fairlee Solar Farm,I_IID-ENGI1,IID-ENGI1,I,auto,
way/681573457,East Fairlee Solar Farm,I_IID-RWES1,IID-RWES1,I,auto,
way/681573457,East Fairlee Solar Farm,I_IID-SEEL1,IID-SEEL1,I,auto,
way/681573457,East Fairlee Solar Farm,I_IIG-ENGI1,IIG-ENGI1,I,auto,
way/681573457,East Fairlee Solar Farm,I_IIG-RWES1,IIG-RWES1,I,auto,
way/681573457,East Fairlee Solar Farm,I_IIG-SEEL1,IIG-SEEL1,I,auto,
way/681573457,East Fairlee Solar Farm,T_MOWEO-1,MOWEO-1,T,auto,
way/681573457,East Fairlee Solar Farm,T_MOWEO-2,MOWEO-2,T,auto,
way/681573457,East Fairlee Solar Farm,T_MOWEO-3,MOWEO-3,T,auto,
way/681573457,East Fairlee Solar Farm,2__JEDFE000,SEE-EDF01,G,auto,
way/681573457,East Fairlee Solar Farm,T_TKNEW-1,TKNEW-1,T,auto,
way/681589458,Goose Willow Farm,E_GOSHS-1,GOSHS-1,E,auto,
way/681843749,Hill Farm Solar Park,E_BTNHL-1,BTNHL-1,E,auto,
way/681843749,Hill Farm Solar Park,T_CLVHS-1,CLVHS-1,T,auto,
way/681843749,Hill Farm Solar Park,T_CLVHS-2,CLVHS-2,T,auto,
way/681843749,Hill Farm Solar Park,T_ENHLW-1,ENHLW-1,T,auto,
way/681843749,Hill Farm Solar Park,T_EWHLW-1,EWHLW-1,T,auto,
way/681843749,Hill Farm Solar Park,T_HADHW-1,HADHW-1,T,auto,
way/681843749,Hill Farm Solar Park,E_HLGLW-1,HLGLW-1,E,auto,
way/681843749,Hill Farm Solar Park,E_HLTWW-1,HLTWW-1,E,auto,
way/681843749,Hill Farm Solar Park,E_HRHLW-1,HRHLW-1,E,auto,
way/681843749,Hill Farm Solar Park,E_KHLLW-1,KHLLW-1,E,auto,
way/681843749,Hill Farm Solar Park,T_KTHLW-1,KTHLW-1,T,auto,
way/681843749,Hill Farm Solar Park,T_MKHLW-1,MKHLW-1,T,auto,
way/681843749,Hill Farm Solar Park,T_OCHLB-1,OCHLB-1,T,auto,
way/681843749,Hill Farm Solar Park,2__PENEC002,PAUHW-1,S,auto,
way/681843749,Hill Farm Solar Park,E_ROARB-1,ROARB-1,E,auto,
way/681843749,Hill Farm Solar Park,T_WHIHW-1,WHIHW-1,T,auto,
way/685751585,Roundponds Farm Solar Park,V__HHABI001,AG-HEL01H,V,auto,
way/687444711,Lakeside Energy from Waste,T_LKSDB-1,LKSDB-1,T,auto,
way/687448641,Tilbury Green Power,E_TGP1,TIBG-1,E,auto,
way/687462872,Park Farm,V__BGAZP001,AG-GZP06B,V,auto,
way/687462872,Park Farm,T_BAGED-1,BAGED-1,T,auto,
way/687462872,Park Farm,T_COYLB-1,COYLB-1,T,auto,
way/687462872,Park Farm,T_RICHB-1,RICHB-1,T,auto,
way/687462872,Park Farm,T_RICHB-2,RICHB-2,T,auto,
way/687462872,Park Farm,T_TEBWB-1,TEBWB-1,T,auto,
way/687462872,Park Farm,T_TEBWS-1,TEBWS-1,T,auto,
way/687462872,Park Farm,E_TRFPK-1,TRFPK-1,E,auto,
way/688029957,Cowes Power Station,E_COWE1,COWE1,E,auto,
way/688029957,Cowes Power Station,E_COWE2,COWE2,E,auto,
way/689356314,Berry Court Solar Farm,E_BRYBW-1,BRYBW-1,E,auto,
way/689361308,North of Newton Farm,V__GWELS001,AG-WSP04G,V,auto,
way/689361308,North of Newton Farm,2__PSTAT001,CAIRW-2,S,auto,
way/689361308,North of Newton Farm,T_CLDNW-1,CLDNW-1,T,auto,
way/689361308,North of Newton Farm,2__PSTAT002,MDHLW-1,S,auto,
way/689361308,North of Newton Farm,T_NOKYW-1,NOKYW-1,T,auto,
way/689361308,North of Newton Farm,T_NOKYW-2,NOKYW-2,T,auto,
way/689361308,North of Newton Farm,2__PIMPO000,NSC-ATL01,G,auto,
way/689361308,North of Newton Farm,2__PEDFE000,NSC-EDF01,G,auto,
way/689361308,North of Newton Farm,2__PHYDE000,NSC-SSE01,G,auto,
way/689361308,North of Newton Farm,2__PSOUT000,NSC-STH01,G,auto,
way/689361308,North of Newton Farm,2__PSWAE000,NSC-SWA01,G,auto,
way/689361308,North of Newton Farm,E_NTAWB-1,NTAWB-1,E,auto,
way/689361308,North of Newton Farm,2__GEDFE000,NWP-EDF01,G,auto,
way/689361308,North of Newton Farm,T_STRNW-1,STRNW-1,T,auto,
way/689361309,South Newton Solar Farm,2__HLOND003,AG-HEDF03,S,auto,
way/689361309,South Newton Solar Farm,V__KWELS001,AG-WSP01K,V,auto,
way/689361309,South Newton Solar Farm,V__KWELS002,AG-WSP02K,V,auto,
way/689361309,South Newton Solar Farm,T_CLDSW-1,CLDSW-1,T,auto,
way/689361309,South Newton Solar Farm,2__JEDFE000,SEE-EDF01,G,auto,
way/689361309,South Newton Solar Farm,T_SHBA-1,SHBA-1,T,auto,
way/689361309,South Newton Solar Farm,T_SHBA-2,SHBA-2,T,auto,
way/689361309,South Newton Solar Farm,T_SOKYW-1,SOKYW-1,T,auto,
way/689361309,South Newton Solar Farm,2__NIMPO000,SSC-ATL01,G,auto,
way/689361309,South Newton Solar Farm,2__NEDFE000,SSC-EDF01,G,auto,
way/689361309,South Newton Solar Farm,2__NHYDE000,SSC-SSE01,G,auto,
way/689361309,South Newton Solar Farm,2__NSOUT000,SSC-STH01,G,auto,
way/689361309,South Newton Solar Farm,2__NSWAE000,SSC-SWA01,G,auto,
way/689361309,South Newton Solar Farm,2__KEDFE000,SWA-EDF01,G,auto,
way/689361309,South Newton Solar Farm,2__KMIDE000,SWA-MID01,G,auto,
way/689361309,South Newton Solar Farm,2__KNATP000,SWA-NPE01,G,auto,
way/689361309,South Newton Solar Farm,2__LEDFE000,SWT-EDF01,G,auto,
way/689361309,South Newton Solar Farm,2__LMIDE000,SWT-MID01,G,auto,
way/689361309,South Newton Solar Farm,2__LNATP000,SWT-NPE01,G,auto,
way/689361314,Race Solar Farm,T_RCBKO-1,RCBKO-1,T,auto,
way/689361314,Race Solar Farm,T_RCBKO-2,RCBKO-2,T,auto,
way/693750334,Welsh Water Organic Energy,V__HWELS001,AG-WSP00H,V,auto,
way/693750334,Welsh Water Organic Energy,V__KWELS001,AG-WSP01K,V,auto,
way/693750334,Welsh Water Organic Energy,V__KWELS002,AG-WSP02K,V,auto,
way/693750334,Welsh Water Organic Energy,V__HWELS002,AG-WSP03H,V,auto,
way/693750334,Welsh Water Organic Energy,V__GWELS001,AG-WSP04G,V,auto,
way/714078448,Hill Farm Solar Park,E_BTNHL-1,BTNHL-1,E,auto,
way/714078448,Hill Farm Solar Park,T_CLVHS-1,CLVHS-1,T,auto,
way/714078448,Hill Farm Solar Park,T_CLVHS-2,CLVHS-2,T,auto,
way/714078448,Hill Farm Solar Park,T_ENHLW-1,ENHLW-1,T,auto,
way/714078448,Hill Farm Solar Park,T_EWHLW-1,EWHLW-1,T,auto,
way/714078448,Hill Farm Solar Park,T_HADHW-1,HADHW-1,T,auto,
way/714078448,Hill Farm Solar Park,E_HLGLW-1,HLGLW-1,E,auto,
way/714078448,Hill Farm Solar Park,E_HLTWW-1,HLTWW-1,E,auto,
way/714078448,Hill Farm Solar Park,E_HRHLW-1,HRHLW-1,E,auto,
way/714078448,Hill Farm Solar Park,E_KHLLW-1,KHLLW-1,E,auto,
way/714078448,Hill Farm Solar Park,T_KTHLW-1,KTHLW-1,T,auto,
way/714078448,Hill Farm Solar Park,T_MKHLW-1,MKHLW-1,T,auto,
way/714078448,Hill Farm Solar Park,T_OCHLB-1,OCHLB-1,T,auto,
way/714078448,Hill Farm Solar Park,2__PENEC002,PAUHW-1,S,auto,
way/714078448,Hill Farm Solar Park,E_ROARB-1,ROARB-1,E,auto,
way/714078448,Hill Farm Solar Park,T_WHIHW-1,WHIHW-1,T,auto,
way/728893771,Rock Farm / Goldborough Farm (Rookwood),E_PLYRK-1,PLYRK-1,E,auto,
way/729739562,Chapel Farm,E_CHAPB-1,CHAPB-1,E,auto,
way/730017647,Solar Farm,T_BLPFS-1,BLPFS-1,T,auto,
way/730017647,Solar Farm,T_CLVHS-1,CLVHS-1,T,auto,
way/730017647,Solar Farm,T_CLVHS-2,CLVHS-2,T,auto,
way/730017647,Solar Farm,T_LARKS-1,LARKS-1,T,auto,
way/730017647,Solar Farm,T_TYLNS-1,TYLNS-1,T,auto,
way/741850779,East Dagenham Docks AD (AD),2__ALOND003,AG-AEDF03,S,auto,
way/741850779,East Dagenham Docks AD (AD),2__ALOND004,AG-AEDF04,S,auto,
way/741850779,East Dagenham Docks AD (AD),2__AUKPR001,AG-AUKP01,S,auto,
way/741850779,East Dagenham Docks AD (AD),2__BUKPR001,AG-BUKP01,S,auto,
way/741850779,East Dagenham Docks AD (AD),2__JUKPR001,AG-JUKP01,S,auto,
way/741850779,East Dagenham Docks AD (AD),T_EAAO-1,EAAO-1,T,auto,
way/741850779,East Dagenham Docks AD (AD),T_EAAO-2,EAAO-2,T,auto,
way/741850779,East Dagenham Docks AD (AD),2__BEDFE000,EMD-EDF01,G,auto,
way/741850779,East Dagenham Docks AD (AD),2__BINDE000,EMD-INE01,G,auto,
way/741850779,East Dagenham Docks AD (AD),2__BMIDE000,EMD-MID01,G,auto,
way/741850779,East Dagenham Docks AD (AD),2__BNATP000,EMD-NPE01,G,auto,
way/741850779,East Dagenham Docks AD (AD),2__BHYDE000,EMD-SSE01,G,auto,
way/741850779,East Dagenham Docks AD (AD),2__BSOUT000,EMD-STH01,G,auto,
way/741850779,East Dagenham Docks AD (AD),2__BSWAE000,EMD-SWA01,G,auto,
way/741850779,East Dagenham Docks AD (AD),2__BYELG000,EMD-YEP01,G,auto,
way/741850779,East Dagenham Docks AD (AD),E_GRGRW-1,GRGRW-1,E,auto,
way/741850779,East Dagenham Docks AD (AD),I_IID-ENGI1,IID-ENGI1,I,auto,
way/741850779,East Dagenham Docks AD (AD),I_IID-RWES1,IID-RWES1,I,auto,
way/741850779,East Dagenham Docks AD (AD),I_IID-SEEL1,IID-SEEL1,I,auto,
way/741850779,East Dagenham Docks AD (AD),I_IIG-ENGI1,IIG-ENGI1,I,auto,
way/741850779,East Dagenham Docks AD (AD),I_IIG-RWES1,IIG-RWES1,I,auto,
way/741850779,East Dagenham Docks AD (AD),I_IIG-SEEL1,IIG-SEEL1,I,auto,
way/741850779,East Dagenham Docks AD (AD),T_MOWEO-1,MOWEO-1,T,auto,
way/741850779,East Dagenham Docks AD (AD),T_MOWEO-2,MOWEO-2,T,auto,
way/741850779,East Dagenham Docks AD (AD),T_MOWEO-3,MOWEO-3,T,auto,
way/741850779,East Dagenham Docks AD (AD),2__JEDFE000,SEE-EDF01,G,auto,
way/741850779,East Dagenham Docks AD (AD),T_TKNEW-1,TKNEW-1,T,auto,
way/746012676,Newport (Began Road),E_NEWPB-1,NEWPB-1,E,auto,
way/746180289,Hill End Farm,E_BTNHL-1,BTNHL-1,E,auto,
way/746180289,Hill End Farm,T_CLVHS-1,CLVHS-1,T,auto,
way/746180289,Hill End Farm,T_CLVHS-2,CLVHS-2,T,auto,
way/746180289,Hill End Farm,T_ENHLW-1,ENHLW-1,T,auto,
way/746180289,Hill End Farm,T_EWHLW-1,EWHLW-1,T,auto,
way/746180289,Hill End Farm,T_HADHW-1,HADHW-1,T,auto,
way/746180289,Hill End Farm,E_HLGLW-1,HLGLW-1,E,auto,
way/746180289,Hill End Farm,E_HLTWW-1,HLTWW-1,E,auto,
way/746180289,Hill End Farm,E_HRHLW-1,HRHLW-1,E,auto,
way/746180289,Hill End Farm,E_KHLLW-1,KHLLW-1,E,auto,
way/746180289,Hill End Farm,T_KTHLW-1,KTHLW-1,T,auto,
way/746180289,Hill End Farm,T_MKHLW-1,MKHLW-1,T,auto,
way/746180289,Hill End Farm,T_OCHLB-1,OCHLB-1,T,auto,
way/746180289,Hill End Farm,2__PENEC002,PAUHW-1,S,auto,
way/746180289,Hill End Farm,E_ROARB-1,ROARB-1,E,auto,
way/746180289,Hill End Farm,T_WHIHW-1,WHIHW-1,T,auto,
way/746212391,Severn Road Solar Park,T_SVRP-10,SVRP-10,T,auto,
way/746212391,Severn Road Solar Park,T_SVRP-20,SVRP-20,T,auto,
way/840060591,Sandy Lane Landfill Scheme,T_SAKNW-1,SAKNW-1,T,auto,
way/840178098,Sundon Landfill Site,T_SUNDB-1,SUNDB-1,T,auto,
way/843940770,Burghfield Landfill Gas Utilisation Site,E_BURGH-1,BURGH-1,E,auto,
way/843940771,Burghfield Generation Plant,E_BURGH-1,BURGH-1,E,auto,
way/871709060,Green Waste Composting Facility,T_BLPFB-1,BLPFB-1,T,auto,
way/871709060,Green Waste Composting Facility,T_BLPFS-1,BLPFS-1,T,auto,
way/871709060,Green Waste Composting Facility,2__FBPGM001,FBPG01,S,auto,
way/871709060,Green Waste Composting Facility,T_LARKB-1,LARKB-1,T,auto,
way/871709060,Green Waste Composting Facility,T_LARKS-1,LARKS-1,T,auto,
way/871709060,Green Waste Composting Facility,E_TGP1,TIBG-1,E,auto,
way/926716910,Brecon Power STOR,V__KGAZP002,AG-GZP04K,V,auto,
way/945296993,Didcot OCGT,E_DIDC1G,DIDC01G,E,auto,
way/945296993,Didcot OCGT,E_DIDC2G,DIDC02G,E,auto,
way/945296993,Didcot OCGT,E_DIDC3G,DIDC03G,E,auto,
way/945296993,Didcot OCGT,E_DIDC4G,DIDC04G,E,auto,
way/945296994,Didcot B Power Station,T_DIDCB5,DIDCB5,T,auto,
way/945296994,Didcot B Power Station,T_DIDCB6,DIDCB6,T,auto,
way/956252571,Farnham Landfill Gas Plant,E_FARNB-1,FARNB-1,E,auto,
way/974781753,Sudmeadow Road STOR,E_SUDME-1,SUDME-1,E,auto,
way/981224694,Severn Power Station,T_SVRP-10,SVRP-10,T,auto,
way/981224694,Severn Power Station,T_SVRP-20,SVRP-20,T,auto,
way/1014357341,Kings Barn Farm - Energy Barn,E_KLYN-A-1,KLYN-A-1,E,auto,
way/1030124059,Solar Array,T_BLPFS-1,BLPFS-1,T,auto,
way/1030124059,Solar Array,T_CLVHS-1,CLVHS-1,T,auto,
way/1030124059,Solar Array,T_CLVHS-2,CLVHS-2,T,auto,
way/1030124059,Solar Array,T_LARKS-1,LARKS-1,T,auto,
way/1030124059,Solar Array,T_TYLNS-1,TYLNS-1,T,auto,
way/1105215419,Port of Tilbury Battery Storage,E_POTES-1,POTES-1,E,auto,
way/1148934860,Contego Battery,E_CONTB-1,CONTB-1,E,auto,
way/1148939839,Nursling Battery Storage,T_NURSB-1,NURSB-1,T,auto,
way/1149111148,Cowley Battery Storage,T_COWB-1,COWB-1,T,auto,
