osm_id,name,operator,capacity_mw,source_bucket,latitude,longitude
way/840979882,Dogsthorpe South Landfill Site,,1.9,biomass,52.601625,-0.22168544004854318
way/427502357,Dolgarrog Hydroelectric Power Station,RWE,32.0,hydro,53.19156275,-3.8421322498851422
relation/9580918,Dolmans Hill Solar Farm,,5.0,solar,50.75112635,-2.102908347995192
way/1189798471,Doncaster Battery Storage,ForePower,10.0,other,53.50147335,-1.1158810857326587
way/840064939,Dorket Head,FCC Environment,2.8,biomass,53.02074555,-1.1141030444213313
way/956252568,Dorking Battery Energy Storage System,Grid Battery Storage (GBSL),6.0,other,51.23033275,-0.35487265
relation/20636507,Doverdale - Solar Farm & Battery Storage,RWE,49.9,solar,52.30301405,-2.211234575000001
way/1199234081,Drakelow Refuse Derived Fuel (RDF) Power Station,Vital Energi,18.0,biomass,52.7754888,-1.656873681654023
way/730017648,Drakelow Solar Farm,BlackRock,5.0,solar,52.7788628,-1.6662705313660688
way/725677002,Drapers Farm Solar Park,Lightsource Renewable Energy,6.0,solar,51.85709465,0.5043698614051109
way/630322625,Drayton Manor Farm,Anesco,25.0,solar,52.19289465,-1.7683206015065642
way/1391444372,Driffield Solar Farm,BayWa r.e. UK Limited,48.0,solar,53.99138155,-0.40425438181976553
way/1418365576,Driffield Solar Farm Battery Storage,BayWa r.e. UK Limited,30.0,other,53.9955209,-0.4131400946099495
way/535731540,Drumjohn Power Station,,2.25,hydro,55.2481885,-4.3266517
way/1001614044,Drumkee Battery Storage,Drumkee Energy Limited (Low Carbon Storage Ireland Ltd),50.0,other,54.511917,-6.677911765612301
way/1490968279,Ducklington Solar Farm,Innova,27.5,solar,51.76310785,-1.491849350003106
way/1122123281,Dudbridge Hydro Turbine,Stroud Valleys Canal Company,,hydro,51.7423059,-2.239045734412515
way/90830667,Dudley Energy from Waste,MES Environmental (CNIM Group),7.4,biomass,52.49939225,-2.082694709872503
way/629650474,Dunbar Energy Recovery Facility,Viridor,25.6,biomass,55.97559325,-2.4639699446697385
way/956076707,Dunbar Power Plant,Viridor,14.0,biomass,55.9716181,-2.4635092936026517
way/1228587815,Dunbeg Wind Farm,,,wind,55.08811755,-6.82346927634512
way/746187954,Dunkeswell Airfield Solar Farm,,2.0,solar,50.8666845,-3.22858696027106
way/1411125810,Dunmow Solar Farm,Thrive Renewables,14.0,solar,51.8636436,0.3846082892484881
way/1430715269,Dunsfold Park Solar Farm,Dunsfold Park Ltd,2.0,solar,51.11893855,-0.5442671977234091
way/1187631521,Dunsinane Battery Storage,,50.0,other,56.4802964,-3.0127122327431906
way/371509334,Dura Park Bynea Industrial Site,Short Bros Homes,1.4,solar,51.66700955,-4.089326364506295
way/681493117,Durrants Solar Farm,,4.5,solar,50.7090592,-1.3645869333489942
way/1171274864,Dutton Sluice Hydro,,0.2,hydro,53.28875595,-2.620286701468631
way/294523259,EB Equipment Ltd,,,solar,53.56736215,-1.522503007840286
way/1011022184,EMEC Fall of Warness Tidal Energy Test Site,EMEC,,hydro,59.15168235,-2.816242059790779
way/666271254,Eaglescliffe Solar Farm,UK Sustainable Energy,5.0,solar,54.5460101,-1.3569575266209102
way/410930645,Eakring Solar Farm,Lightsource BP,11.9,solar,53.1554854,-1.0127653881023675
way/256508141,Earlstoun Power Station,,,hydro,55.1118755,-4.174215903355893
relation/11037303,Easington Farm,,21.3,solar,51.66843765,-1.0613012596216225
way/688879039,Eastacombe Solar Farm,,3.6,solar,50.77504295,-4.3304720994348695
way/31353854,Eastcroft Incinerator,,9.0,biomass,52.94603705,-1.1348957829045883
way/830141064,Easter Alltbeithe,,,hydro,57.11009525,-5.272275258309626
relation/20710678,Eastfields Solar Farm,Vantage RE,34.8,solar,52.2392047,-1.4342692685969507
relation/8003186,Ebbsfleet Solar Farm,ibvogt,9.9,solar,51.3142839,1.3445123331013318
relation/10298564,Ebnal Lodge,Greencoat Capital,5.0,solar,52.89887015,-3.0144114065134153
way/680558996,Eckland Solar Farm,,2.9,solar,52.45471755,-0.8442269726410746
way/251060732,Eco Park Surrey,Suez,1.7,biomass,51.4062032,-0.44118882327962095
relation/20245832,Eco-Pak Rooftop Solar Array,Big Solar Co-op,0.593,solar,52.4652595,0.04764225000000247
way/644333188,EcoPark,LondonEnergy,55.0,biomass,51.61684025,-0.04115249431113821
relation/20245947,Eden Court Medical Practice Rooftop Solar Array,Big Solar Co-op,0.029,solar,52.51813555,-1.794021433318187
way/1520888032,Edison Power 4Mw Gas fired Peaker power station,AMP (Aggregated Micro Power plc),4.0,gas,52.1493034,-0.41904057463259076
way/685748664,Egmanton,,14.2,solar,53.2135245,-0.8800778227052037
way/864157471,Eigg Solar Farm,Eigg Electric,0.15,solar,56.8876653,-6.138348398864023
way/1274696352,Elginny / Broughshane Wind Farm,,,wind,54.929953,-6.222217942053433
way/689086418,Ellicombe Farm,Lightsource BP,1.4,solar,50.83356045,-3.7881092372084817
way/685985153,Ellough Airfield Solar Farm,,13.2,solar,52.4313719,1.604242398605334
way/687582323,Elms Farm,Bluefield Solar,29.0,solar,51.6050563,-1.3996461561979598
way/1435220844,Elmsett Airfield Solar Farm,,,solar,52.0786412,0.9782442482938961
way/840166961,Elstow Landfill Site,,1.8,biomass,52.10344985,-0.4717359475263404
way/682011099,Elton solar farm,Valfortec,5.0,solar,52.9481988,-0.8554771152182945
way/136074841,Ely Power Station,,40.0,biomass,52.3984928,0.13151886126467865
way/662771488,Emberton Solar Park,,9.0,solar,52.13672695,-0.685042505836764
way/892701416,Energy Works,Energy Works / The Spencer Group,25.0,biomass,53.75608035,-0.3284954763440338
way/873102251,EnviRecover Energy-from-Waste,Mercia Waste Management,25.0,biomass,52.3264089,-2.207432423251479
way/78193818,Enviroenergy,Enviroenergy (Nottingham City Council),,solar,52.9492215,-1.1409282204638116
way/668067579,Epwell Solar Park,Lightsource BP,9.0,solar,52.06816125,-1.4603710164041876
way/1005326708,Ermine Street Solar Farm,,32.5,solar,53.01111185,-0.4993058223337129
way/944217070,Ernesettle Lane STOR,,,other,50.4214298,-4.1870745429963225
way/494633928,Ernesettle Solar Farm,,4.1,solar,50.4183263,-4.192059699383638
way/641654199,Errol Estate,Elgin Energy EsCo,13.0,solar,56.3671614,-3.2788307052806194
way/1475625561,Erskine BESS,Muirhall Energy,29.9,other,55.90283125000001,-4.4854251773123295
way/1475625560,Erskine Gas Generation,Erskine Gas Generation Ltd,19.9,gas,55.9023598,-4.484448911365172
way/1231198636,Eshmore Wind Farm,Energia,7.4,wind,54.53825855,-6.98129244841744
way/251118459,European Offshore Wind Deployment Centre,Vattenfall,92.4,wind,57.2257253,-1.9969078529813011
way/897046720,Eveley Solar Farm,,49.0,solar,51.1066688,-1.5320857478730003
way/1037306432,Evishagaran Wind Farm,ERG S.p.A.,35.0,wind,54.93150005,-6.829318845757114
way/239340762,ExCeL District Energy Centre,Engie,,gas,51.5088624,0.022962290621380787
way/617708524,Exning Solar Power Station,Lightsource BP,30.3,solar,52.2514151,0.35151522245912914
way/174145427,Eye Biomass Plant,South Western Power (NOVERA),14.3,biomass,52.33505235,1.1288451094907228
way/231348386,FCC Enviroment,FCC Environment,,other,53.70863765,-1.2256077369084728
way/687528290,Fairoak Landfill,Renewable Power Generation Ltd,1.5,gas,50.9632119,-1.2808792680480774
way/714505543,Fairwind Farm Solar Park,Lightsource BP,12.0,solar,51.56321295,0.3875500989974134
way/729739564,Fambridge Road/Canewdon Road,UK Solar Assets (Alcor LS-SPV),5.0,solar,51.6201465,0.6980275827949574
way/179613591,Fanny House Farm,Primrose Solar,5.0,solar,54.04035185,-2.8786272496793206
way/940099181,Faraday Road STOR Generation,Green Frog Power,25.5,oil,50.367739,-4.112471573119782
way/1311888745,Feeder Road Battery,Thrive Renewables,20.0,other,51.44750925,-2.5646237846578606
relation/20265633,Feldon Vale Solar Farm,Low Carbon,49.9,solar,52.19632435,-1.432119401175414
way/956271020,Felinfach,Volac,3.2,biomass,52.1991511,-4.170934367769229
way/673825036,Fen Farm Solar Park,Ecotricity,1.0,solar,53.41736705,0.0851189386242321
way/739092658,Fen Road,,,solar,52.96588965,-0.07172529906680909
relation/7879999,Fenton Home Farm Solar Park,,30.375,solar,51.81731215,-4.923964208954927
way/1469897053,Feorline,Highland Community Energy Society,0.0975,hydro,56.12339785,-5.1554759
way/1364018651,Ferrymuir Battery Storage,,50.0,other,56.31042115,-3.0424307886667563
way/372525379,Ffestiniog Hydroelectric generator,Dŵr Cymru - Welsh Water,0.71,hydro,52.9752758,-3.9457575525297806
way/402796795,Ffestiniog Power Station,First Hydro,360.0,hydro,52.98066545,-3.9689445381297332
way/215882049,Ffos Las Solar Farm,Ffos Las Solar Developments Limited,5.5,solar,51.7258613,-4.238201516878293
way/370288530,Fideoak Mill Battery Storage,Kiwi Power (formerly Taunton Battery Storage),30.0,other,51.01868245,-3.1572424942036053
relation/9460754,Field House Solar Farm,Foresight Solar Fund Ltd.,6.4,solar,51.00849695,-1.3893461242342664
way/1474381139,Field Newport BESS,,20.0,other,51.5657066,-2.966518890315391
way/400995834,Field at School Aycliffe Lane,Lightsource Renewable Energy,5.0,solar,54.60800825,-1.591944644595749
way/550726465,Fieldscale,,10.6,solar,50.43603255,-4.382033814674701
way/1446948920,Fieldscale,,10.0,solar,50.6783449,-1.2515857975697444
way/478496282,Fieldscale,,10.6,solar,50.65789575,-1.235669706862831
way/800715146,Finvoy Road Solar Farm,,5.9,solar,54.9621429,-6.492562607362046
relation/9456291,Fiskerton Solar Farm,,34.0,solar,53.24598955,-0.41969089559106787
relation/11655160,Five Fords Waste Water Energy Park,,,solar,53.0287711,-2.9508547032122596
way/331566829,Five Oaks Power Station,,9.0,oil,51.05016475,-0.42215677123067163
way/283457790,Five Oaks Solar Farm,John Laing Environmental Assets,5.0,solar,51.0543522,-0.44126594958751564
way/730028110,Flixborough Industrial Estate,NESF (formerly INRG Solar),5.0,solar,53.61902165,-0.6890340959966388
way/713476742,Folly Solar Farm,,13.1,solar,51.83930025,-0.7393073547401764
way/500283444,Ford Farm (Ashurst),Conergy,10.0,solar,50.9452015,-0.3340015816836247
way/550725978,Ford Farm Solar Farm,Ford Farm PV Scheme LLP,5.0,solar,50.47400285,-4.37946616946106
relation/20265628,"Ford Research And Engineering Centre, Dunton - Solar Farm",Ford Motor Company Limited,5.2,solar,51.58136155,0.39647101679320945
way/746155613,Forest Farm,NESF (formerly Earthworm/Waltham Solar),3.0,solar,50.94352315,-1.197373735148663
way/122832334,Forest Heath Solar Power Station,Munich RE,5.0,solar,52.2791365,0.39127219700891747
way/550725998,Four Burrows Solar Park,,7.2,solar,50.30438825,-5.139782198676619
way/1442566461,Fox Covert Solar Farm,Low Carbon,22.0,solar,51.9632213,-0.899097543615849
relation/9542497,Foxburrow Farm Solar Power Station,UK Sustainable Energy,8.0,solar,52.04768715,1.2985957680512215
relation/10039645,Foxcombe Farm Solar Farm,,5.0,solar,50.80016285,-4.2949657207457985
way/956288195,Foxhall Landfill Gas Plant,Renewable Power Generation Ltd,1.2,biomass,52.0492991,1.2630360033649204
relation/10303994,Francis Court Solar Farm,Lightsource BP,4.0,solar,50.77201265,-3.465637775536421
way/1481206446,Freemantle and Shirley Community Centre Rooftop Solar Array,Big Solar Co-op,0.027,solar,50.91734405,-1.429397807245281
way/745132287,Frog's Loke,,5.0,solar,52.79707015,1.3992927675356168
way/616783234,Frying Down Copse Solar Farm,,5.0,solar,51.2149857,-1.0701149506454357
way/800758925,Fullerton,,4.2,solar,51.1728086,-1.4769472406820863
way/468739515,Fulton Building CHP,Dundee University,4.2,gas,56.458843,-2.979867818943948
relation/14569381,GEMEC - Pratt's Field,GEMEC Ltd.,21.6,solar,50.75553315,-1.7496856078989942
way/797469971,Galton Manor,,5.0,solar,50.67028195,-2.3075158332968897
relation/20355068,Gammaton Moor Solar farm,Sonnedix Ltd,32.0,solar,51.0019679,-4.14177798115627
way/1524904550,Gander Down Solar Farm,,7.0,solar,51.1091965,-1.5305677620677658
way/956323025,Garbhaig Hydro Scheme,Garbhaig Hydro Power Co Ltd,2.0,hydro,57.6815714,-5.5325305
way/956335703,Garlaff Landfill Gas Plant,Barr Environmental / CLP,1.3,biomass,55.4293536,-4.305912639553725
way/374133264,Garlandhayes Farm Solar Park,Hive Energy,5.0,solar,50.82416225,-3.3978386586108873
way/721984225,Garn Solar Farm,Equitix,7.4,solar,51.4539621,-3.387928137992124
way/505606363,Garnett Wharfe Hydro,,0.35,hydro,53.91044155,-1.6913145541240868
way/974983010,Garnham Close STOR,,,other,53.0906252,-1.3662109214019387
way/114239090,Garrogie Hydro Scheme,RWE npower,2.0,hydro,57.18574895,-4.482142125901049
way/541086396,Garvinack Farm Solar Farm,Garvinack Farm,7.1,solar,50.2935118,-5.125169071655707
way/850463559,Gateshead District Energy Scheme,Gateshead Energy Company,4.0,gas,54.96483805,-1.5958861437633671
relation/9338387,Gaultney Solar Farm,,20.5,solar,52.4485759,-0.7985231235089352
way/956053899,Gaur Power Station,Scottish and Southern Energy (SSE),6.4,hydro,56.6782403,-4.508640135670499
way/718206641,Gawcott Fields Farm,Harper Solar Ltd,9.2,solar,51.9879195,-1.006520790553076
way/334208574,Gedling Energy Park,Alkane Energy,3.0,gas,52.98912915,-1.090037847695081
way/334210044,Gedling Solar Farm,Foresight,5.7,solar,52.9902571,-1.0796927177474402
way/486974638,Gelliwern Isaf Farm,,6.0,solar,51.6987284,-3.989081743128824
way/858727812,Ghuilbinn,,2.8,hydro,56.8877084,-4.576659665977742
way/685985152,Gib Lane Solar Farm,Haymaker Energy Ltd,29.2,solar,51.8279805,-0.7410111222642338
way/800762322,Gibson Farm,Lightsource BP,6.4,solar,54.67508745,-6.016054309764397
way/286804832,Gisla Power Station,SSE,0.7,hydro,58.1274599,-6.878279781496175
way/612379608,Glasgow Renewable Energy and Recycling Centre,Viridor,10.0,biomass,55.8336497,-4.2439596803518365
way/898189771,Gleann Casaig Hydro Scheme,,0.5,hydro,56.2533435,-4.3745708
way/594780571,Glebe Farm Solar Energy Park,Vento Ludens Ltd,15.0,solar,52.25146165,-0.5874257881031226
way/1122855747,Glebe Farm Solar Farm,NextEnergy Capital LLP,32.0,solar,52.07001435,-2.1479678621684535
way/1165083431,Glenachulish Hydro,LEG Power Lochaber Limited,0.547,hydro,56.68122245,-5.189894720067777
way/320868796,Glenlee Power Station,,24.0,hydro,55.0996505,-4.186086142772306
way/562892205,Glenmoriston Power Station,,38.0,hydro,57.201626,-4.72075740006259
relation/12678697,Golden Hill,John Laing Environmental Assets Group,6.2,solar,51.68390325,-4.902708625079023
way/550716634,Goldenhaye Field Solar Farm,Cricket St Thomas Estate,2.0,solar,50.8746509,-2.9052884583009417
way/1419396927,Golds Hill BESS,Constantine Energy Storage,57.0,other,52.54001345,-2.0309541160429365
relation/20672626,Gonerby Moor Solar Farm,BP,23.0,solar,52.957524,-0.6648805130968136
way/688049606,Goonhilly Downs Solar Farm,,4.5,solar,50.04145445,-5.20921522175565
way/1122856189,Goosehall Solar Farm,Lightsource Renewable Energy,39.5,solar,52.2945436,0.3209974973675962
way/504274456,Gore Cross Anerobic Digestion Plant,Wight Farm Energy,2.2,biomass,50.675157,-1.254122117827082
relation/20729942,Gorse Lane Solar Farm,Elgin Energy,49.9,solar,52.9656926,-0.4117749841506737
way/518501186,Gosfield Airfield Solar Farm,,12.6,solar,51.9557336,0.5788436399716539
way/713660065,Gover Farm Solar Park,Green Energy UK Direct Ltd,8.0,solar,50.28981395,-5.196045732709962
way/929894596,Gowerton STOR,,38.0,gas,51.648977,-4.015466284739074
way/675627211,Gowy Landfill Site,Waste Recycling Group,6.0,biomass,53.23882555,-2.8302253516283886
way/688375034,Grange Farm,,5.0,solar,50.7113197,-4.424240248219235
way/684277345,Grange Farm,,21.0,solar,51.54239675,-2.5287074552109576
relation/9455967,Grange Farm (Burton Pedwardine),Lark Energy,15.0,solar,52.9769838,-0.3519632491438749
way/541383600,Grange Farm (Kirkby on Bain),Solar Park Developments,9.0,solar,53.14158325,-0.15797913446636333
way/688022947,Grange Farm Solar Farm,,6.0,solar,50.7137629,-1.259951030008014
way/550883524,Grange Farm Solar Farm,Anesco,5.0,solar,51.0111338,-3.222178845074697
way/335989791,Grange Farm Solar Park,,12.7,solar,52.7492312,0.06256512187678911
way/339183787,Grange Solar Farm,Lark Energy,4.6,solar,53.03259805,-0.8094903006579273
way/944898036,Grangemouth CHP Power Plant,,145.0,gas,56.01107635,-3.695553398947351
way/956023503,Granox Biogas Plant,ReFood UK,5.0,biomass,53.3519058,-2.746919530721744
way/603018713,Granville Road Solar Farm,Ancala Partners LLP (O&M by Anesco),5.0,solar,52.71426835,-2.414110352949576
way/199594396,"Gravel Works, Wasing Estate",NESF (formerly INRG Solar),5.0,solar,51.38744905,-1.1868452483636807
way/676054685,Greatmoor Energy From Waste,FCC Environment,25.0,biomass,51.89633745,-0.9783117265066618
way/798083446,Greaves,,5.0,solar,54.28912535000001,-2.6899011665442436
way/1115785311,Greenburn Hydro,The National Trust,0.1,hydro,54.41571395,-3.08209647623839
way/1457412912,Greendykes Communal Heating,City of Edinburgh Council,,gas,55.92819845,-3.1228821617148093
way/956035096,Greenfield Road BESS,Arlington Energy,40.0,other,51.98380525,-0.48256845
way/530490732,Greenhill Anaerobic Digestion Plant,Black Dog Biogas,1.0,biomass,50.72185235,-1.2895655908576562
way/956335709,Greenoakhill Landfill Gas Plant,Graveson Energy Management,3.9,biomass,55.8391524,-4.130093204359173
way/16289467,Greenwich Peninsula Energy Centre,Pinnacle Power,,gas,51.49394895,0.007842085062580034
way/35535207,Greenwich Power Station,London Underground,117.6,oil,51.4850956,-0.0007798236765787655
way/1303046320,Greenwood Family Park solar farm,,0.15,solar,53.17989,-4.195415654580685
way/1414297792,Greybarn Solar Energy Farm Battery storage,Statkraft UK,55.0,other,52.0772694,1.062790689535407
relation/20265578,Grounds Farm Solar farm,Encavis,26.0,solar,51.933481,-0.619317204709141
way/746146644,Grove Farm (solar),juwi Renewable Energies,3.5,solar,51.07633575,-3.2616932265896694
way/470613666,Grove Solar Park,Solar Century,16.0,solar,50.9629182,-1.478140001306687
way/129923951,Grudie Bridge Power Station,Scottish & Southern Energy,18.7,hydro,57.61946215,-4.830987275224725
way/1511991454,Guildford Hydro,,0.04,hydro,51.2337668,-0.5749858904881066
relation/5474028,Gwynt y Môr Offshore Wind Farm,,576.0,wind,53.45928825,-3.6340750670899657
way/682008033,Gypsum Solar Farm,BE Renewables,5.0,solar,52.7398287,-1.1163233338574068
way/684266747,Hadley Farm (Orta Membury) Solar Farm,,17.0,solar,51.4813678,-1.5642695612731592
way/724803561,Hadley Solar Farm,Lightsource Renewable Energy,6.6,solar,52.9608652,-2.7239771467356624
way/687453296,Hadlow Place Solar Farm,,14.3,solar,51.1870282,0.34056535548024636
way/796947205,Hafod-Y-Dafal Farm,,14.0,solar,51.7280891,-3.159240088225306
relation/20325403,Haigh Hall,,5.0,solar,53.70913515,-1.5691293696428528
relation/9580879,Hale Solar Farm,,8.0,solar,50.77605385,-1.861160483281068
way/938174993,Hall Farm,Hall Farm Energy Limited,5.0,oil,52.0525538,-1.1466488726327118
relation/10048777,Hall Farm,United Photovoltaics,5.1,solar,52.0534023,-1.153145749218473
way/684277356,Hall Farm Park,,15.0,solar,52.5080904,1.2365265153307214
relation/19718843,Hall Farm Solar Farm (Newbold Verdon),Push Energy/ NextEnergy Solar Fund (NESF),10.0,solar,52.6237488,-1.3619127591121956
way/1442574500,"Hall Farm, West End Northwold Solar Power Station",Ampyr Solar Europe,10.0,solar,52.55401015,0.5758436561816169
way/1122857352,Hallen BESS,FPC Industry & Enterprise,32.0,other,51.5282798,-2.6606341209307525
way/550883520,Halse Solar Farm,Silverstone Green Energy,8.24,solar,51.0494399,-3.205720147078568
way/956244597,Halstead Renewable Power Project,Biogen (formerly Tamar Energy),2.0,biomass,51.94299355,0.6596092569475348
way/336287036,Halton Lune Community Hydro,Halton Lune Hydro Limited,0.16,hydro,54.07629525,-2.7466481150096502
way/1520582781,Halton Power,AMP (Aggregated Micro Power plc),5.0,gas,53.3399989,-2.714470445880619
way/799389328,Hammond Court Farm,,15.0,solar,51.5369859,-2.536555083638458
way/1489688066,Hams Hall BESS,BW ESS,400.0,other,52.5366842,-1.713929440409684
way/614566443,Handley Park - resubmission,Haymaker Energy,5.0,solar,52.10609795,-1.021964864890792
way/956335702,Harbour Road Power Station,Glennon Brothers Troon,2.6,biomass,55.5471331,-4.681081422847862
way/685329990,Hardingham Solar Power Station,,20.0,solar,52.59917535,1.0343567275745835
way/1381279741,Harelaw Peaking Plant,Forsa Energy,20.0,gas,55.91707365000001,-4.710703247818892
way/1052211666,Harlaw Hydro,,0.085,hydro,55.87315585,-3.3118675201612926
relation/20708095,Harlesford Solar Farm,,49.9,solar,51.7038422,-1.0162222184542564
way/1108013448,Hartham Park Community Energy,,,solar,51.4448637,-2.2029187236362215
way/1125260566,Hartmoor Generation,Forsa Energy,49.5,gas,54.702707,-1.2910594929121124
relation/20265799,Hatherden Farm,Nextpower SPV 10 Limited,49.9,solar,51.2411588,-1.5160679599004214
relation/9469655,Hawkers Farm,Greenfields (A),9.5,solar,51.2275639,-2.7636381687177494
way/1148936262,Hawkers Hill Energy Park,Tag Energy,20.0,other,51.01370885,-2.208007391041332
way/504427664,Hayeswater Hydro Electricity Station,The National Trust,0.25,hydro,54.50782165,-2.902692674874843
relation/11603039,Hayford Solar Farm,WS Systems Ltd,17.1,solar,52.69050285,-2.9551125671289773
way/725458006,Hazard Farm,TGC Renewables,6.4,solar,50.4198255,-3.7602829741102823
way/849325195,Hazelside Farm CHP,,1.0,biomass,55.5753843,-3.85614528535287
way/95811753,Heartlands Power Station,,100.0,gas,52.51010165,-1.808565118948005
way/956255096,Heathfield 'C' Landfill Scheme,Haul Waste Limited,2.2,biomass,50.57314815,-3.60995326516489
way/956241633,Heathrow Airport Biomass CHP,Heathrow Airport,1.8,biomass,51.45917655,-0.459428435023041
way/717941405,Helland Meads,Aton Energy,1.2,solar,51.01501645,-2.957685977502133
way/746146648,Henbury Quarry,Lightsource Renewable Energy,3.9,solar,50.7723314,-2.0493749602348914
relation/19405633,Hendai Solar Farm,,13.4,solar,51.67587865,-3.276983115229803
way/550665894,Hendra Holiday Park Solar Farm,Hendra Holiday Park,1.2,solar,50.3965387,-5.044977016622342
relation/8844218,Hendre Fawr Farm,INRG Solar,11.6,solar,51.74345625,-3.5858355359119987
way/724803558,Henley Solar Farm,,6.5,solar,52.49133935,-2.800811491124639
way/938188206,Hermitage Lane,UK Power Reserve,20.0,gas,53.1326779,-1.2191362236842616
relation/20270371,Herts & Essex High School solar,,0.215,solar,51.8682404,0.17081282805373865
way/550725994,Hewas Solar Farm,,5.0,solar,50.3444231,-4.930319675255765
way/718495375,Heywood Grange Farm,,8.4,solar,52.99943405,-2.0565742513307246
way/974769433,Higher Berechapel Farm Anaerobic Digestion Plant,,,biomass,50.84549535,-2.8592059173703848
way/724796215,Higher Bye Solar Farm,,6.8,solar,51.1723477,-3.361481408545894
relation/9462348,Higher Hatherleigh Solar Farm,Hive Energy,5.0,solar,51.04160135,-2.4123265790717046
relation/7873195,Higher Hill Farm,Solar Power Generation,6.5,solar,51.0806713,-2.693749794498411
way/631905191,Higher Knapp Farm Solar Park,Octopus Investments,1.5,solar,51.01950055,-2.9961388614494924
way/196324983,Higher Pirzwell Solar Farm,Lightsource BP,1.2,solar,50.87898915,-3.3140902295485732
way/1517051486,Higher Stockbridge Solar Farm,Voltalia,35.0,solar,50.89498405000001,-2.5255471969834264
relation/9562377,Higher Tregarne Solar Farm,John Laing Environmental Assets,5.0,solar,50.1300166,-5.130217622115321
way/401085185,Highfields Solar Farm,,15.0,solar,51.8250124,0.7178119561079828
way/333916883,Hillhouse Solar Farm,Lightsource BP,28.3,solar,51.73833885000001,-2.363198809262953
way/725697663,Hillside Solar Farm,,25.2,solar,54.55592255000001,-6.175754862057238
way/688883411,Hillsmoor Solar Farm,Mosscliff Environmental,1.2,solar,50.8111407,-4.086874812325581
way/736773644,Hinksford Emergency Standby Generation Facility,,20.0,gas,52.5061501,-2.193004758647091
way/956244592,Hitchin Landfill Gas Plant,Biffa,1.5,biomass,51.97647415,-0.30149906518718184
relation/9458205,Hoback Solar Farm,,13.1,solar,52.11919225,-0.02870586418003148
way/956255092,Hogsbrook Farm Anerobic Digestion Plant,Greener for Life Energy,1.0,biomass,50.6946673,-3.384470347574559
way/874166837,Holbrook Community Renewable Energy Centre,UYE (UK) / Veolia,6.5,biomass,53.3300004,-1.3331877363901392
way/956548274,Holiday Moss Gas to Energy,Biffa,1.4,biomass,53.675462,-2.763707447526599
way/956548275,Holiday Moss Gas to Energy,Biffa,1.4,biomass,53.5078355,-2.761364536758893
way/738162878,Hollamoor Farm Solar Farm,Lightsource BP,2.0,solar,51.05869355,-4.068447211405821
way/745132281,Holly Farm Solar Park,British Solar Renewables,5.0,solar,50.6795318,-2.3175693425001462
way/708338011,Holton Airfield,Private Developer,11.0,solar,52.35990295000001,1.5235525772609964
way/745490223,Holtwood Farm Solar Park,,5.0,solar,52.89013605,-1.801784547510628
relation/7877229,Holwell Hill,Lightsource BP,6.0,solar,51.1971594,-2.3846601156060765
way/608111170,Home Farm,R S Assemblies Limited,18.3,solar,51.8685826,-1.1436347267845959
way/746155610,Home Farm,Cenin Renewables,3.0,solar,51.47470245,-3.2932229120807133
way/724803562,Home Farm,Wirsol Energy,6.7,solar,51.9398435,-2.0886028229375566
way/668061824,Home Farm,Lightsource BP,11.5,solar,51.23859695,1.2753130347561505
relation/7877225,Homeland Solar Farm,,13.2,solar,50.85506275,-1.8626453057291594
relation/20796891,Homer Warren Solar Farm,,28.5,solar,50.88977045,-1.815720806008553
relation/9455352,Homestead Solar Farm,,17.0,solar,52.1063279,-0.9200995384236733
relation/9559715,Homestead Solar Park,,10.7,solar,50.69312235,-1.4258986812600138
relation/9516279,Honington Solar Power Station,,13.6,solar,52.3398966,0.7876138864466622
relation/9462347,Hook Valley Solar Park,British Solar Renewables (formerly know as Solar Power Generation),17.0,solar,51.05584545,-2.452975113231768
way/1167568576,Hooton Bio Power,CoGen,24.0,biomass,53.31371315,-2.941803247627438
relation/9561079,Hope Solar Farm,,7.3,solar,50.21152035,-5.3658738348321275
way/681476091,Hoplass Solar Farm,,10.0,solar,51.66911845,-5.009858337190941
way/614259981,Horam Solar Park,Lightsource BP,8.1,solar,50.93049375,0.22853723161654757
way/956548282,Horncliffe Quarry Landfill Gas Plant,Natural Power,1.0,biomass,53.688218,-2.2984834591725214
way/725458007,Horsacott Solar Park,,6.4,solar,51.06325025,-4.109426181216493
way/1442571367,Horsey Levels Solar Farm,Enviromena Asset Management UK Limited,24.0,solar,51.15807755,-2.9783864113851184
way/840105704,Horton Landfill Site,Viridor Waste Management Ltd.,2.0,biomass,50.8982867,-0.2869307416000727
relation/20692612,Houndbeare Solar Farm,Spring Che,15.0,solar,50.7352151,-3.338097194383865
way/956010232,Howdon STW Biogas Plant,Northumbrian Water,6.0,biomass,54.99298905,-1.47042855
way/550725977,Howton Farm,,4.4,solar,50.4468446,-4.290302046400164
way/746246314,Huddlesford Farm,NESF (formerly Green Energy Networks),1.0,solar,52.67898385,-1.774992369301244
way/723603973,Hullavington Solar Park,Wessex Solar Energy,7.0,solar,51.5432591,-2.164317249546377
way/1149494773,Hulley Road Battery Energy Storage,,20.0,other,53.271827,-2.1123794
way/720373090,Hunciecroft Farm,Solar century / Magnetar Solar,8.0,solar,53.26109295,-1.1881087742530494
way/689356310,Hungerford Solar Farm,Solstice Renewables,5.0,solar,51.27823125,-0.8762047235712104
way/1214563590,Hunter's Hill/Lendrum's Bridge Wind Farm,ESB,20.0,wind,54.43902835,-7.347065536591407
