osm_id,name,operator,capacity_mw,source_bucket,latitude,longitude
relation/16017621,Hunters Race Solar Park,,9.3,solar,50.8625095,-0.7956925211686048
way/799620341,Huntingfield,,,solar,52.6418622,0.8481325677474403
way/804613100,Huntington Water Treatment Works,United Utilities,7.2,solar,53.17374075,-2.8728399355910987
way/746023128,Huntspill Level,,5.5,solar,51.1850965,-2.9667998042515693
way/338549041,Huntworth Generator,,,other,51.1126337,-2.989241873073227
way/550716636,Hurcott Copse Solar Farm,Dillington Farms Ltd,10.0,solar,50.93898235,-2.8672012375958538
relation/19652993,Hursley Park Solar Farm,,,solar,51.02466035,-1.3942859605910638
way/674306699,Hurst Farm,Bee Green Solar,5.0,solar,51.7273856,-2.507788689400442
way/938082194,Huthwaite STOR Twinyards,,5.0,gas,53.1230145,-1.3209269366596033
relation/9897310,Hylton Plantation,,4.8,solar,54.9093165,-1.4779229183106306
way/997446415,Hythe CHP,RWE COGEN UK (HYTHE) LIMITED,53.0,gas,50.8502571,-1.3816107163792064
way/1128088550,ICI No2 (Teesport) Landfill,Highfield Environmental,1.0,biomass,54.5925221,-1.1560838283738963
way/938183574,ISIS House STOR,Redditch Peaking Power Limited,20.0,gas,52.29022775,-1.9115277796908319
way/1214157290,Iggesund Paperboard CHP Plant,Iggesund Paperboard (Workington),49.0,biomass,54.664659,-3.546124909177884
way/956012451,Imperial Park Anerobic Digestion Plant,BioConstruct,5.1,biomass,54.5822398,-1.184804500899927
way/587411022,Ince Bio Power,Cogen,21.5,biomass,53.2838591,-2.8000213093852517
way/1424654351,Infinis Stewartby,Infinis,,other,52.07517015,-0.5215868780059038
way/1308027016,Ingham North Solar Power Station,,14.2,solar,52.3192803,0.7109502732676667
way/545115638,Ingles Hill Farm Solar,,3.0,solar,52.7547303,-1.4927734033273798
relation/20266031,"Inkersall Road, Staveley Solar Farm",Low Carbon,31.0,solar,53.2493984,-1.353249691381298
way/1448043442,Inkersall Solar farm,Goldbeck Solar,49.9,solar,53.1291243,-1.0679298981590806
way/562727161,Inverawe Power Station,,25.0,hydro,56.4396308,-5.218343606862746
way/956027875,Invergordon Pellet Mill,Balcas,5.0,biomass,57.70225605,-4.155619165464996
way/567002530,Inverlael Hydro Scheme,RWE nPower Renewables,2.5,hydro,57.8221836,-5.050841654367465
way/23135870,Ipswich Hospital Energy Centre,Naturegen Energy Centre,2.6,biomass,52.05986345,1.1974214120343478
way/1512652328,Iron Acton BESS,,120.0,other,51.56827045,-2.477873766996767
way/85826216,Isles of Scilly Power Station,,5.7,oil,49.91378315,-6.309969286153118
way/746212388,Iwade Solar Farm,FH Dean Ltd,1.7,solar,51.36441945,0.6508035429877709
way/720373091,Iwood Lane Solar Farm,Wessex Solar Energy,8.0,solar,51.35996425,-2.792292190998161
way/896193908,J G Pears Biomass Plant,,12.0,biomass,53.213723,-0.7980399037617296
way/944409830,JCB World Headquarters,JCB,0.2,solar,52.9528131,-1.848632634479713
way/1412158221,JLR Gaydon Solar Farm,JLR,20.1,solar,52.1848917,-1.4789116311216128
way/206309987,Jaguar Land Rover,Jaguar Land Rover,5.8,solar,52.635738,-2.143789350519903
way/895245568,Jaywick Water Recycling Centre,Anglian Water,0.9,solar,51.7840047,1.1034711122804186
way/551258369,Jordanston Solar Farm,,5.0,solar,51.67434825,-4.796582227489817
way/729189512,"Jubilee Farm, Barnby Moor",NESF (formerly Lark Energy),5.0,solar,53.3671277,-1.0373831388090298
way/841291554,Judkins Landfill Scheme,,2.7,biomass,52.53134665,-1.4814209491482098
way/232827778,Kaimes Landfill Site,,2.4,biomass,55.88396415,-3.3962709638714177
way/367357930,"Kelda Organic Energy, Millerhill",Ancala Bioenergy (formerly Biogen/Aluana Renewable Energy),1.5,biomass,55.92634775,-3.086481858894347
way/800761318,Kellingley,,5.0,solar,53.7029289,-1.201597441137167
way/269056832,Kellow Turbine House,,,hydro,52.99378385,-4.015191791753374
way/1105530307,Kells BESS,ABO Wind,50.0,other,54.80365795,-6.16513962609885
way/746128239,Kellygreen Farm,,4.0,solar,50.54724845,-4.75356571372777
relation/20354938,Kemble Solar Farm,Aura Power,49.0,solar,51.6574092,-2.0337605879810665
relation/9489337,Kenardington Place Solar Farm,,7.0,solar,51.06519085,0.8109597282608692
relation/11066504,Kencot Hill Solar Farm,,37.0,solar,51.7637354,-1.6449372004400376
way/474233200,Kendoon Hydroelectric Power Station,Scottish Power,24.0,hydro,55.1646822,-4.1908091
relation/9455338,Kenninghall Solar / Hazeldick Solar,Lark Energy Services,8.0,solar,52.42900625,0.9804215611465352
way/114323074,Kentish Flats Offshore Wind Farm,Vattenfall,139.5,wind,51.45591515,1.0877892158073894
way/728888403,Kentishes Solar Farm,Push Energy/ NextEnergy Solar Fund (NESF),12.67,solar,51.9078771,0.5921513928342053
relation/7873446,Kernick Mica Dam Solar Farm,Imerys,12.0,solar,50.36171505,-4.896698896729295
way/550725992,Kernow Solar Farm,Cornwall Council Property Services,5.0,solar,50.4309942,-5.00563654921875
way/718206642,Kerriers Solar Park,Kronos Solar,9.6,solar,50.4368611,-4.816329020454921
way/210284729,Kerry Falls Power Station,Scottish Hydro,1.0,hydro,57.6851449,-5.643408587496154
relation/20245919,Kerry Ingredients Rooftop Solar Array,Big Solar Co-op,0.294,solar,52.3164534,-2.600079629073803
way/318012802,Kestral Road,Durham RP Limited,4.0,gas,53.13075875,-1.2153786008443115
way/718206639,Ketton solar farm - phase 2,Lark Energy,12.0,solar,52.6433358,-0.5584994668202558
way/550883537,Kia Ora Farm,Lightsource Renewable Energy,1.8,solar,50.8502372,-3.422930554790855
way/593814301,Kickles Solar Farm,Green Energy UK Direct Ltd/ Vogt Solar,7.5,solar,52.0966388,-0.7424536174018421
way/471869695,Kielder Water Hydroelectric Plant,RWE,6.1,hydro,55.1851891,-2.4576618628474396
way/800754289,Killan Farm,Gower Power Co-op CIC,1.0,solar,51.6259256,-4.045253048088618
way/781939282,Killington Hydro,Community Energy Cumbria,0.03,hydro,54.31011985000001,-2.630995819886849
way/1342452259,Kilmarnock South Battery Energy Storage System,Zenobe Energy Limited,300.0,other,55.5772216,-4.467682847155874
way/426795292,Kilmelford Power Station,SSE,2.1,hydro,56.27312585,-5.489370357108628
way/100549578,Kilmorack Power Station,SSE Renewables,20.0,hydro,57.4632636,-4.512039588837498
relation/20353944,Kiln Fields Solar Farm,,18.0,solar,51.326596,-0.9620707075929809
way/937891045,Kiln Power,Kiln Power Limited,16.0,gas,52.52924285,-1.3919331132552122
way/39951424,Kilroot Power Station,EP UK Investments,656.0,gas,54.72684055,-5.764115087179178
way/423236022,Kinblethmont Solar Park,,5.0,solar,56.61482145,-2.5985098779645313
way/28390306,King's Lynn Power Station,,386.0,gas,52.72729105000001,0.3798968793914782
way/127345392,King's Yard Energy Centre,Equans,10.02,biomass,51.543201,-0.02077734097617727
way/278833953,Kingairloch Hydro,Scottish and Southern Energy (SSE),3.5,hydro,56.6211217,-5.528500918513503
way/956062400,Kingmoor Park,Push Energy / Kingmoor Park,5.0,solar,54.93066805,-2.971908387290523
way/729739558,Kingsland Barton Solar Farm,Padero Solar,5.0,solar,51.01774365,-3.8644330586082316
relation/9539161,Kingston Farm,BOA Property / AEE Renewables UK,5.0,solar,51.3445706,-2.231883310457908
way/1469899546,Kinlochbervie,Kinlochbervie Community Energy Limited,0.2,hydro,58.43012955,-4.97157190258186
way/436389233,Kinmel 1 & 2,Haymaker Energy,10.0,solar,53.28545955,-3.526033402338391
way/1521245706,Kinneil Solar Farm,,,solar,56.01165145,-3.6693319443412227
way/974983007,Kirkby-in-Ashfield Gas Peaking Plant,Infinis,6.0,gas,53.09081125,-1.2697185808810103
way/956548276,Kirkless Power,FCC Environment,2.1,biomass,53.5494352,-2.589834422154
way/1516554592,Kirkthorpe Hydropower,Barn Energy,0.5,hydro,53.6866222,-1.4588943329649562
way/617337807,Kirkwall Power Station,Scottish and Southern Electricity,16.0,oil,58.98249065,-2.964479987052214
way/746155619,Kirton Solar PV Farm,Ethical Power,3.2,solar,52.9324802,-0.09389516602436715
way/616338652,Knockcairn Road Solar Farm,,6.5,solar,54.6093162,-6.1697105776921
way/471343768,Knockmore Hill Combined Heat and Power,ContourGlobal,15.0,gas,54.50825555,-6.090602283038853
way/736552967,Knolton Farmhouse Cheese Solar Farm,Pegasus Group,1.0,solar,52.9594057,-2.9487649922394477
way/386094234,Knottingley A,Envantage Renewables,7.4,solar,53.7012026,-1.2431867922230972
way/941061834,Knypersley Generation,Knypersley Power Limited,7.0,gas,53.0984405,-2.1810045116181733
way/840565677,L'Field Stewartby Landfill Site,,10.7,biomass,52.0764591,-0.5185198015951318
way/725697665,Laceby Solar Farm,Conergy,27.1,solar,53.52565355,-0.14621097461548405
way/682783461,Lackford Estate Solar Power Station,,20.9,solar,52.2888266,0.6114700200050576
way/840162235,Lackford Landfill Scheme,,1.2,biomass,52.2933706,0.6370742506409557
way/746155609,Lady Hole Farm,Solarig,3.0,solar,53.00873165,-1.6908207212008783
way/207095161,Laig Hydroelectric,Eigg Electric,0.1,hydro,56.91021185,-6.160992637103594
way/799613190,Lains Farm,,5.0,solar,51.2001067,-1.6011943832483957
way/295161337,Lairg Power Station,SSE,3.5,hydro,58.0286721,-4.414849346807702
way/420134785,Lake Farm,AEE Renewables,,solar,51.4976121,-2.0890749547358207
way/955815593,Lamby Way Solar Farm,Cardiff Council,8.9,solar,51.49412485000001,-3.1248589323720797
way/1315970652,Lancaster University Solar Photovoltaic Farm,,,solar,54.01059525,-2.772139356671337
way/677272056,Land At Court Farm,Sybac Solar International GmbH,2.2,solar,51.4951942,-3.5150313062047536
way/730032443,Land North of Sandhutton Lane,Greencoat Capital,5.0,solar,54.23659105,-1.3989212942100617
way/746180287,Land at Morfa Camp,Novus Solar Developments,2.8,solar,52.59133415,-4.095109709299777
way/322545471,Landfill Gas Power Plant,Biffa,2.0,biomass,51.1005527,-0.328818585933353
way/318018233,Landmead Solar Farm,First Solar/Belectric,46.0,solar,51.64353415,-1.371813875365272
way/682102563,Langar Lane,,10.0,solar,52.90285645,-0.950532771586353
way/682783467,Langenhoe Solar Farm,,21.3,solar,51.8133398,0.936682414017487
way/401420606,Langford Solar Farm,Lark Energy,13.0,solar,52.04033535,-0.2535271031221841
relation/20664404,Langford Solar Farm,JBM Solar Projects,35.0,solar,50.82302355,-3.3722094936229086
way/673507744,Langlands Solar Farm,Bluefield Solar Income Fund,2.1,solar,50.8974417,-3.3610484101495595
way/956285100,Langley Hall Farm,Lark Energy,2.4,solar,51.6608692,-1.1005366285870486
way/474022952,"Langley Priory, Walnut Yard (Phase 2)",Lark Energy,8.0,solar,52.79962685,-1.3605658789099984
way/1378000855,Langleys Lane - Electricity Generation Plant,Biogas Technologies Limited,6.0,biomass,51.289992,-2.5084815726039467
way/400809447,Langstone Court Road Solar Farm,,2.5,solar,51.60022365,-2.9126308347210994
way/746116918,Langton Farm Solar park,Lightsource Renewable Energy,4.4,solar,51.96159565,-4.99785577092931
relation/9291186,Langunnett Solar Power Plant,Lightsource BP,6.2,solar,50.39016885,-4.595162864273183
way/956321375,Langwell Estate hydro scheme,DHG Hydro,1.2,hydro,57.9695211,-5.0632447
way/839818417,Larport Farm Battery,Anesco,20.0,other,52.05494145,-2.6217807053951026
way/1442570954,Larport Solar Farm,Conrad Energy,45.0,solar,52.0533473,-2.6270514877121265
way/436471884,Lascar Works Battery Storage,Anesco,20.0,other,53.59571985,-2.2974464785996984
way/804612142,Lathom,,2.5,solar,53.56856285000001,-2.8193837070333885
way/955922477,Laughton Levels Solar Farm,Wessex Solar Energy,7.0,solar,50.8706675,0.11893010328214063
relation/9969128,Laurelhill,BNRG Northern Power,8.5,solar,54.40202145,-6.272047814010007
relation/19720628,Layer Solar Farm,Layer Solar Farm Limited,49.0,solar,51.8482319,0.8462672334764898
relation/20639625,Laynes Wood Solar Farm and Battery Storage,RWE,49.9,solar,51.90845805,-2.3529107895077717
way/730017651,"Ld At Lawrence End Park &, Dane Street",Lightsource Renewable Energy,5.0,solar,51.8715409,-0.3511035058380305
way/746146641,Ld NW Of Ratcliffe House Farm,Lightsource Renewable Energy,3.5,solar,52.58825375,-1.5077788533432475
way/1020439735,Lednock Power Station,SSE,3.0,hydro,56.44748115,-4.113929984642845
relation/20629891,Ledwyche Solar Farm,Aukera Energy,12.0,solar,52.37020675,-2.672426079970358
way/955894920,Lee Farm,Vogt Solar,5.0,solar,50.6956846,-1.451953110345951
relation/20241623,Leominster Primary School Solar Array,Big Solar Co-op,0.09,solar,52.21890945,-2.742044833246337
way/378032755,Lerwick District Heating and Energy Recovery Plant,,7.0,biomass,60.1683159,-1.1650501257811765
way/378032955,Lerwick Power Station,SSE,66.0,oil,60.1668136,-1.1643250337427888
way/956007728,Levenseat EfW,Levenseat,12.5,biomass,55.79993455,-3.6939299638371774
way/974974752,Leverton Battery Storage,Eelpower,10.0,other,53.26609095,-0.5535398217768348
way/798896860,Leverton Ings,,12.0,solar,53.02054535000001,0.062288849882417494
way/963893680,Levitt Hagg Power Plant,Infinis Limited,,biomass,53.50069345,-1.1917964914702157
way/434938444,Liberty Steel Power Station,SIMEC/ Liberty House,9.0,biomass,51.55751695,-2.961731038102787
way/318933801,Liddeston Ridge Solar Park,,5.0,solar,51.71909875,-5.044077250857055
way/687462869,Lidsey Landfill,,1.4,gas,50.82357735,-0.6774978282118715
way/738235984,Limberlost Farm,,1.5,solar,51.38001875,-1.2357581128973498
way/377215316,Limes Farm Solar Farm,Lark Energy,,solar,52.7741888,-0.3193889524067825
way/708338032,Lincoln Farm,juwi Renewable Energies,11.4,solar,53.14056995,0.2088364800239528
way/1054281771,Lincoln Farm,juwi Renewable Energies,11.4,solar,53.1426555,0.20717995781817194
way/1054281770,Lincoln Farm,juwi Renewable Energies,11.4,solar,53.14373385,0.21222229116506452
way/1054281769,Lincoln Farm,juwi Renewable Energies,11.4,solar,53.1390326,0.21019301605753316
way/456413696,Lincolnshire Energy from Waste,,16.4,biomass,53.1990669,-0.6072981465339833
way/730017659,Lindridge Farm,Sun Farming,3.96,solar,52.6397399,-1.322851242538471
way/78065922,Linton Falls Hydro,,0.1,hydro,54.06712955,-2.0027237759632612
way/386298866,Lisahally Power Station,Evermore Renewable Energy,15.8,biomass,55.04143015,-7.257041516790348
relation/17984763,Litchardon Cross Solar Farm,Aura Power / Infinis Energy Services,49.9,solar,51.04505665,-4.123158264169261
way/1510482813,Littleton Solar Farm,SSE,31.0,solar,52.11531665,-1.8505293393751567
way/510414747,Littleton Solar Farm,Lightsource BP,12.14,solar,50.8443098,-2.1666520925237496
way/518134065,Littlewood Farm Solar Farm,,14.0,solar,52.12895035,-0.8113004629428744
way/681180165,Littlewood Lane Solar,Littlewood Renewables,5.0,solar,53.1815693,-1.1980059996084877
way/273431594,Liverpool Airport Solar Farm,Liverpool John Lennon Airport,3.0,solar,53.33684885,-2.82821372755106
relation/7873288,Liverton Solar Farm,,4.8,solar,50.63543685,-3.3704557562166446
way/562892202,Livishie Power Station,,15.0,hydro,57.20522155,-4.728187295004935
way/888608497,Llancadle Farm,Llancadle Solar Farm Ltd,5.0,solar,51.41035755,-3.3932403045793897
way/624131361,Llancayo Solar Farm,PS Renewables,5.0,solar,51.72363865,-2.924908210175131
way/929919289,Llandarcy STOR,,,other,51.64959795,-3.854304310945845
relation/15034996,Llanwern Solar Farm,,75.0,solar,51.5594733,-2.900477915566902
way/939093168,Llethri Road Dafen,Dafen Reserve Power Ltd,10.0,gas,51.69942245,-4.1306855304299255
way/799375012,Llwyn Du,,8.0,solar,52.1084617,-4.523602051854617
way/201719864,Llyn Celyn Power Station,Dwr Cymru Welsh Water,4.5,hydro,52.9452145,-3.668372178463856
way/666490634,Llynbrianne Power Station,Dŵr Cymru - Welsh Water,4.4,hydro,52.11955115,-3.766580197828034
way/956324058,Loch An Laoigh Hydro,Gilkes Energy,1.0,hydro,57.4038969,-5.303612280154638
way/862058617,Loch Carnan Power Station,,11.8,oil,57.36460575,-7.270687845446869
way/853596351,Loch Eilde Mor Hydroelectric Power Plant,,2.0,hydro,56.7131195,-4.95250615
way/627893127,Loch Ericht Hydro Scheme,SSE,2.2,hydro,56.8238952,-4.37205804325013
way/956053729,Loch Gair Power Station,Scottish and Southern Energy (SSE),6.0,hydro,56.0655409,-5.335979507032365
way/1212133121,Loch a' Bhraoin Hydro,Inverbroom Estate,2.0,hydro,57.7435176,-5.062089832384467
way/130870162,Lochay Power Station,SSE,45.0,hydro,56.4846171,-4.363545857258064
relation/20021205,Lochhead Solar Farm,,,solar,56.09355835,-3.481020957333005
way/852980890,Lockleaze Energy Storage,Aura Power,15.0,other,51.48491655,-2.5716101696266502
way/617892994,Lodge Farm,,12.4,solar,52.96477985,-0.8357935384094008
way/746187957,Lodge Farm,G & D Castle Ltd,2.4,solar,52.37011995,-0.13149767787829952
way/421373975,Lodge Farm,,14.5,solar,51.3479941,-2.054234686892003
way/1117350511,Lodge Lane Power Station,,,other,53.4679065,-2.6323463885138443
way/718206638,Long Ash Lane Solar Park,,9.0,solar,50.8232343,-2.5503499991231813
way/1484089630,Long Meadow Solar Farm,Low Carbon Investment Management Ltd,19.0,solar,52.01188375,0.29928356343295437
way/956023504,Lostock Works Anerobic Digestion Plant,Orsted (formerly Dong Energy),5.0,biomass,53.26386015,-2.4821197010199563
way/1474375739,Loudwater BESS,Capbal,40.0,other,51.6120033,-0.6903788041163157
way/725697664,Lough Road Solar Farm,,4.8,solar,54.55640165,-6.1880041825456455
way/545114572,Lount,,2.8,solar,52.75687115,-1.4401057615914215
way/681831375,Lovedean Farm,,4.5,solar,50.9128374,-1.0343190296964562
way/1214315748,Low Farm Solar,Anesco,50.0,solar,53.0999114,0.1802321738676002
way/1055092682,Low Farm Solar Array,Wirsol / Island Green Power,20.0,solar,53.53238195,-0.1351839439720248
way/828794817,Low Wood Hydroelectric Station,,4.0,hydro,54.2451748,-3.004234465714247
way/582950242,Low Wood Solar Farm,,1.2,solar,54.02437665,-2.827177753301015
way/714071829,Lower Basset Down Farm,INRG Solar,10.5,solar,51.52754175,-1.8292624555754364
relation/7873444,Lower Bodiniel Farm,,5.0,solar,50.482058,-4.738454327531864
way/738126964,Lower Coombe Farm (Bean Field),A H Warren Trust,1.0,solar,50.883349,-2.8374829128804784
way/510205306,Lower Coombe Farm Solar,Solar South West,1.0,solar,50.88507365,-2.83112656705237
way/1510899544,Lower Dunton Road Battery Storage Facility,Eku Energy,28.0,other,51.56660025,0.39106585038102637
relation/9493803,Lower End,,4.9,solar,51.30607425,-2.035080989865845
way/797063601,Lower House Farm,,8.1,solar,51.7341269,-2.9471072498071993
way/688883401,Lower Marsh Solar Park,Solar Power South,5.0,solar,51.0468919,-3.1047397075990117
way/696883771,Lower Newton Solar Farm,,11.5,solar,52.9432321,-2.0129510129267327
way/1189880143,Lower Road Battery,,10.0,other,51.64075625,0.357956701888518
way/713760526,Lower Severalls Farm,,10.8,solar,50.89960235,-2.7764685311142117
relation/10107607,Lower Slade Farm Solar Farm,,4.1,solar,50.2930364,-3.7658108494022686
way/746128235,Lower Stanley Farm,Green Hedge (BayWa r.e.),4.0,solar,51.9847744,-2.006669962891591
way/463066063,Lower Ufford Lane Solar Power Station,William Notcutt Estates,1.1,solar,52.1374158,1.3666232126491944
way/723687791,Lower Venn Farm,,5.0,solar,52.1441818,-2.6719154953286965
way/746212396,Lowther Farms,Lowther Farms,1.8,solar,52.3608499,-1.0241463264925346
way/223551118,Lubreoch Power Station,SSE,4.0,hydro,56.5421394,-4.517061379230771
way/1214537164,Lumley Water Treatment Works - Solar Panels,Northumbrian Water Limited,1.9,solar,54.84104625,-1.534247145982098
way/737366199,Luscott Barton,Sunsave 7 Luscott Barton Ltd/ vogt Solar,13.0,solar,51.11536595,-4.1204087858508105
way/746212399,Luson Farm,,1.9,solar,50.36051815,-3.93784813326765
way/561536810,Lussa Power Station,,2.4,hydro,55.476138,-5.58453255
way/687584472,Lynt Farm,Meag,27.0,solar,51.6659927,-1.6988910208216839
way/938149796,Lyon Road,UK Utility Reserve Limited,20.0,gas,52.00467295,-0.7381320710344832
way/66098406,Lyreco,Addison Energy,3.811,solar,52.70662395,-2.4221911492376664
way/690149750,Mackies Dairy PV,,1.8,solar,57.37898265,-2.3886045120432007
way/290451585,Maentwrog Hydroelectric Power Station,,30.0,hydro,52.9359562,-4.004008791891913
way/797057045,Maes Bach Farm,,4.9,solar,51.55929235,-3.2914394144180257
way/723603983,Maesgwyn solar farm,Walters Group,7.5,solar,51.76552595,-3.622150004550412
way/681706875,Maghaberry Solar Farm,,25.7,solar,54.51320875,-6.175883824609117
way/746246319,Majors Hill/Turners Hill Solar Farm,Haymaker Energy,1.1,solar,51.11065915,-0.10850788654542629
way/389189229,Maldie Burn Hydro,RWE,4.0,hydro,58.2601385,-4.98319025000001
way/1442572653,Maldon Wycke Solar Power Station,Low Carbon UK,25.0,solar,51.70538865,0.661028693121082
relation/9385050,Malmaynes Hall Farm,Congen,12.0,solar,51.4550443,0.6171939597242189
way/681352483,Malmesbury Solar,Sunstroom Energy,5.0,solar,51.62410815,-2.1102864059912707
way/804604414,Mamhilad,Active Renewables,5.0,solar,51.7122419,-2.9938928880756936
way/1183990489,Manchester Civic Quarter power station,,,other,53.47548575,-2.2473863628770596
way/746180282,Manmoel Road Solar Park,Pearmat Solar,4.1,solar,51.70034175,-3.168794457455129
way/938061179,Manners Avenue 2,Mercia Power Response,6.8,gas,52.97572845,-1.3242570368760247
way/1071916908,Mannington Battery Storage Plant,Still Waters Green Technology,49.9,other,51.5523341,-1.8146971628470905
way/684277334,Manor Farm,Prosolia UK,15.0,solar,52.26797985,-0.42354417135377376
way/799371334,Manor Farm,,10.5,solar,51.83422245,-2.9251721150996115
way/687462870,Manor Farm,BNRG Renewables,5.0,solar,50.8109163,-0.6831077147088808
way/723603984,Manor Farm,Lightsource Renewable Energy,7.5,solar,51.9240063,-0.6113610935870533
way/746212393,Manor Farm (Castle Cary),Brilliant Harvest Installations,1.8,solar,51.0806567,-2.5101017930758225
relation/7877227,Manor Farm (Dorset) Solar Park,INRG Solar,5.0,solar,51.05467965,-2.3173620668375188
way/490933376,Manor Farm (Keinton Mandeville),Private Developer,1.0,solar,51.07157235,-2.634802449796709
way/985465038,Manor Farm AD,,0.235,biomass,52.4638443,-2.84087230238831
way/518134066,Manor Farm Solar Farm,Lightsource,5.0,solar,52.17166085,-0.7821396501465139
way/293012396,Manor Farm Solar Farm,,,solar,50.33753335,-4.829112819396286
way/179653409,Manor Farm Solar Farm,Renewable Energy Systems,,solar,50.3353688,-4.828848219265633
way/179653410,Manor Farm Solar Farm,,,solar,50.3374159,-4.831940593263056
way/492866466,Manston Solar Farm,Lightsource BP,9.9,solar,51.3519948,1.3673099297840647
way/416578288,Marchington Solar Farm,Trina Solar,4.3,solar,52.87833165,-1.8293025034509691
way/671417118,Margam Green Energy Plant,Glennmont Partners,40.0,biomass,51.56337815000001,-3.747610498726729
way/746155615,Margate Solar Farm,Lanhydrock Estate Company,3.0,solar,50.4700608,-4.6954014305378395
relation/14425529,Markinch Biomass,,65.0,biomass,56.2011422,-3.16012779034077
relation/5182719,Marley Thatch Solar Farm,,6.3,solar,50.42584085,-3.7965639103055127
way/680599634,Marsh Farm Hilperton,Foresight,9.1,solar,51.346195,-2.190795669540875
relation/9455264,Marsh Farm Solar Farm,,14.0,solar,51.6243912,-2.097499857808944
way/319385727,Marshwood Farm,KWTN Solar,1.8,solar,50.8410837,-2.933577799513665
way/681405471,Marston Solar Farm,Lark Energy,4.9,solar,52.9700073,-0.6937060870158562
way/688721832,Mary Tavy Power Station,South West Water,2.6,hydro,50.58663905,-4.106938271868132
way/840561587,Masons Power Plant Landfill Scheme,,5.5,biomass,52.1090923,1.0885254768522377
relation/20346944,Mauxhall Farm Solar Farm,,44.5,solar,53.604898,-0.1935568867105678
way/956288187,May Farm Anaerobic Digester,Barway Farms /Shropshire Energy,2.4,biomass,52.46217455,0.35106358357224454
way/956288184,Mayton Wood Landfill Gas Plant,Combined Landfill Projects (CLP),1.5,biomass,52.73924405,1.325198
way/725677001,Meadow Farm Solar Power Station,,6.0,solar,52.54286695,0.5447029411686262
way/158805973,Meadow Hall Power,Waste Recycling Group,1.1,biomass,53.42524565,-1.4059435067580233
way/1296375122,Meadow Lane Solar Farm,Anesco,20.0,solar,53.1076405,-1.3769660710780927
relation/19313452,Medebridge Road - Solar Farm,Environmena,49.9,solar,51.5372218,0.3172464198027814
way/956611830,Meece Landfill Gas Plant,Thomas Graveson Ltd,1.3,biomass,52.9026803,-2.2187423153156116
way/1442631887,Melton Ross,Singleton Birch / Energos,5.8,biomass,53.59136735,-0.3578281333891251
way/688726513,Mendennick Solar Farm,REG Solarpower,2.8,solar,50.3553905,-4.242073996063649
way/812596247,Mepal CHP,Pretoria Energy Company,14.4,biomass,52.4297759,0.08340381317805717
relation/11067266,Merston,,10.0,solar,50.8080975,-0.72179661241329
way/956046653,Metheringham Heath Farm AD,Future Biogas (Blankney Estate),6.5,biomass,53.13388635,-0.47409185
way/1163481876,MeyGen tidal energy project,Ampeak Energy,6.0,hydro,58.6598216,-3.12556755
way/943542650,Michelin CHP,E.ON,,gas,52.9863834,-2.195925448384519
way/1489710216,Midsummer Norton Energy Storage Facility,Conrad Energy,6.0,other,51.29138415,-2.47047175
way/746116909,Milborne Port Solar Farm,Big 60 Million,4.2,solar,50.9760143,-2.455382571117843
way/745490212,Mill Farm,Push Energy/ NextEnergy Solar Fund (NESF),5.0,solar,51.90858165,-0.03504632250114406
way/974974757,Mill Farm Battery Storage,,7.2,other,53.0252049,-0.5846411
way/650270301,Mill Hill Farm,Lightsource Renewable Energy,5.0,solar,54.09551445,-1.0324728811060524
relation/9459449,Millar Farm Solar,Lightsource BP,6.0,solar,54.74015665,-6.247544558749977
way/601126643,Millerhill Recycling and Energy Recovery Centre,FCC Environment,12.5,biomass,55.9241133,-3.085340999945884
way/916031500,Milton Keynes Waste Recovery Park,AmeyCespa,7.0,biomass,52.06748815,-0.817036721453633
relation/14931014,Minety Battery Storage,Penso Power,100.0,other,51.60577735,-2.0031824
way/966722628,Minety South 1,Statera Energy Limited,50.0,other,51.60783095,-1.9985997840927991
way/1482537908,Minety South 2,Statera Energy Limited,50.0,other,51.60772285,-1.9968976762832114
way/1449636362,Minewater Heat Pump,Gateshead Energy Company,,hydro,54.9644879,-1.5919056890221968
way/683006900,Mingay Solar Farm,,24.3,solar,52.33392525,0.15638896213886633
way/956027268,Minsworth Sewage Treatment Works Biogas Plant,Severn Trent Water,9.7,biomass,52.53053555,-1.7529606240599578
relation/10298563,Misson Solar Farm,Novus,5.0,solar,53.4441455,-0.9869260516007823
way/725463865,Moat Farm Photovoltaic,,6.2,solar,52.87354775,-1.7732234502670485
way/1210996726,Moat Farm Solar Farm,,24.0,solar,51.785154,-0.8127508182200793
way/4253226,Mogden Sewage Works,Thames Water,5.8,biomass,51.4628051,-0.3397300777157354
way/681697542,Moira Road,,6.5,solar,54.62033095,-6.178453827700553
way/401106667,Molehill Solar Farm,,14.96,solar,51.3569089,1.0856111668470367
way/1053031491,Molly Mountain,,15.0,wind,54.19369925,-7.6295770557458775
way/730028105,Moneystone Quarry Solar Farm,SBC Renewables,5.0,solar,53.0131373,-1.928931012116612
way/551042185,Monksham Solar Farm,,10.7,solar,51.1861069,-2.338038199607627
way/370586332,Montys Farm Solar Farm,Solar Ventures UK Limited,5.0,solar,51.03193325,-3.165966591929613
way/1512123002,Moor Bioenergy Ltd,,,biomass,52.9595873,-0.6823150056894183
relation/9605289,Moorend Solar Farm,South Gloucestershire Council,0.749,solar,51.5042896,-2.5049746813725493
